id;graphic_design;top_1_section;top_2_section;top_3_section
100841;B;4;3;5
95023;B;4;3;5
77796;A;1;2;3
51573;B;4;3;5
7128;A;3;2;1
64203;A;1;2;3
71437;A;1;2;3
26653;B;4;3;5
21636;A;1;3;2
113862;B;4;5;3
114693;B;4;5;3
5208;B;4;3;5
35133;B;4;3;5
74184;B;3;4;5
976;B;4;5;3
88073;A;3;1;2
112110;A;3;2;1
88627;A;1;3;2
90448;B;4;3;5
28253;B;4;3;5
73118;B;3;4;5
26218;B;3;4;5
47051;A;1;2;3
54188;B;4;3;5
90073;C;3;6;0
27952;C;3;6;0
27814;B;4;5;3
6212;A;1;2;3
36886;A;1;3;2
60130;B;4;5;3
90194;A;1;2;3
113539;B;3;4;5
62917;B;4;3;5
75080;A;3;1;2
47055;B;4;3;5
44947;B;4;3;5
25923;B;4;3;5
89455;B;4;3;5
97433;B;4;3;5
35664;C;6;3;0
99270;B;3;4;5
53657;B;4;5;3
30688;A;1;3;2
108623;B;4;3;5
96665;B;3;5;4
28738;B;4;3;5
65086;A;1;3;2
105409;A;1;3;2
72501;B;3;4;5
99043;C;6;3;0
61332;A;3;2;1
82886;B;4;3;5
62239;C;3;6;0
2993;B;4;5;3
7290;B;4;5;3
107231;B;3;4;5
33316;A;3;2;1
21429;B;3;4;5
54095;A;1;3;2
11242;B;4;3;5
44866;A;3;2;1
85520;B;4;5;3
106146;C;3;6;0
23142;B;4;5;3
8502;B;3;5;4
94482;B;4;3;5
43302;B;4;5;3
3801;A;3;1;2
81952;B;3;5;4
19628;B;4;3;5
57912;B;4;3;5
41014;B;4;3;5
77665;C;6;3;0
12906;B;3;5;4
54237;A;3;2;1
34333;A;3;1;2
7134;B;3;5;4
58357;A;3;1;2
10598;A;1;3;2
13902;C;3;6;0
82169;B;3;5;4
30564;B;4;3;5
54129;B;4;3;5
93696;A;3;1;2
106992;B;3;4;5
62480;A;3;2;1
83307;B;3;4;5
13433;A;3;2;1
1098;C;6;3;0
43226;B;3;4;5
57480;A;3;1;2
110991;B;3;4;5
41301;B;3;4;5
103299;B;4;3;5
15166;B;4;5;3
53853;B;4;3;5
93057;A;1;3;2
52327;B;4;3;5
67993;B;3;4;5
31438;A;1;3;2
6266;A;3;1;2
105597;A;1;3;2
102921;A;3;1;2
5639;B;4;5;3
3286;B;3;5;4
8932;B;4;3;5
75308;B;4;3;5
11540;B;3;4;5
51369;B;4;5;3
27062;B;4;3;5
14615;B;3;4;5
49158;A;3;1;2
21402;A;3;1;2
3710;A;3;1;2
66508;B;4;5;3
98114;A;3;1;2
21571;B;4;3;5
56923;A;3;1;2
16549;B;4;3;5
98405;B;3;4;5
12957;A;1;2;3
38802;A;3;1;2
45157;A;3;1;2
61612;B;4;5;3
72235;C;6;3;0
44413;A;3;2;1
33810;A;1;3;2
48576;C;3;6;0
65751;A;3;1;2
21918;A;1;2;3
18962;C;6;3;0
73976;B;4;3;5
109587;A;3;1;2
73048;B;4;3;5
26903;B;3;5;4
36344;C;6;3;0
17648;A;1;2;3
65491;A;1;3;2
89070;C;6;3;0
30213;A;1;2;3
41523;A;1;3;2
45886;B;4;3;5
60861;B;4;5;3
94080;B;4;3;5
68641;B;4;3;5
114088;B;3;5;4
34485;B;3;5;4
51093;A;3;1;2
43343;B;4;3;5
91142;C;6;3;0
65576;C;6;3;0
35759;B;4;3;5
97485;C;6;3;0
30090;A;3;2;1
22910;A;3;2;1
53505;B;4;3;5
99649;B;3;4;5
43672;A;1;2;3
60451;B;4;3;5
114565;A;3;1;2
57093;B;4;3;5
86130;B;4;3;5
110885;A;1;3;2
77614;A;1;2;3
69820;A;1;3;2
46159;A;3;1;2
977;C;6;3;0
59251;C;3;6;0
92925;C;6;3;0
56271;B;4;3;5
29885;B;4;3;5
5294;B;4;3;5
73647;B;4;3;5
59914;B;4;3;5
47130;A;3;1;2
87026;B;4;5;3
91458;A;1;3;2
77509;A;1;3;2
15904;A;3;2;1
8926;C;3;6;0
63364;A;3;2;1
94104;A;3;1;2
78274;B;4;5;3
69824;B;3;4;5
100806;B;4;3;5
27572;B;3;4;5
74631;B;4;3;5
3995;B;4;3;5
51351;A;3;2;1
65711;B;3;5;4
47754;A;3;2;1
86698;B;3;5;4
32705;A;1;2;3
108802;B;4;3;5
71688;B;3;5;4
31215;B;3;5;4
26629;B;3;5;4
48006;B;4;5;3
71330;A;3;2;1
80024;B;4;3;5
56590;C;6;3;0
77811;B;4;3;5
92830;B;3;4;5
48535;B;4;3;5
29205;B;4;3;5
44747;B;4;5;3
12689;C;6;3;0
93486;C;3;6;0
14290;A;1;3;2
103750;B;4;3;5
50234;A;3;1;2
83151;B;3;4;5
47802;A;3;1;2
15217;A;3;1;2
32996;A;3;1;2
31934;A;1;3;2
31487;B;4;3;5
22200;B;4;3;5
9221;A;1;3;2
107452;B;4;3;5
73332;A;3;2;1
11140;B;4;3;5
44624;A;1;2;3
94325;A;3;1;2
6115;B;4;3;5
109027;B;3;4;5
11177;C;3;6;0
22378;B;4;3;5
53045;B;4;3;5
115824;B;4;3;5
55718;B;4;3;5
9799;B;4;3;5
55941;B;4;3;5
86807;B;4;3;5
99443;B;3;4;5
55076;A;3;2;1
7602;B;4;3;5
77049;B;3;5;4
94076;B;4;3;5
14302;B;4;3;5
14367;A;3;1;2
88621;A;3;2;1
9043;C;6;3;0
14251;A;3;2;1
41982;A;3;1;2
53702;C;3;6;0
23195;B;4;5;3
39897;B;4;3;5
41577;B;3;4;5
114761;A;1;2;3
79874;B;4;3;5
107771;B;4;3;5
105091;A;3;1;2
28271;A;3;2;1
92974;A;1;2;3
111367;A;1;2;3
110025;B;4;3;5
60178;A;3;1;2
115498;C;6;3;0
43023;A;1;3;2
87544;C;3;6;0
10981;A;3;2;1
48135;B;4;3;5
30944;A;1;3;2
51326;A;3;1;2
66668;A;3;1;2
76834;B;3;4;5
95363;A;1;3;2
6112;B;4;3;5
48982;B;4;3;5
110485;B;4;5;3
102966;B;4;5;3
95467;B;3;5;4
19894;B;4;5;3
2080;B;4;3;5
32192;B;4;5;3
3899;B;3;5;4
14093;A;3;1;2
15574;B;4;3;5
51317;A;3;2;1
71196;A;1;2;3
83817;C;6;3;0
11949;B;4;5;3
18199;A;1;2;3
64327;B;3;4;5
36532;B;4;3;5
44547;A;1;2;3
51885;B;3;5;4
30537;B;4;5;3
98341;A;3;1;2
101458;C;3;6;0
57253;B;4;3;5
112084;B;3;5;4
39360;B;3;4;5
8138;B;3;4;5
20505;B;4;5;3
29839;B;3;5;4
94991;B;3;5;4
70642;A;1;3;2
65911;B;4;3;5
80007;A;3;1;2
87186;A;3;2;1
83029;B;3;4;5
71749;B;4;3;5
3674;B;3;4;5
45539;B;3;5;4
70398;B;4;5;3
92220;A;3;2;1
15614;B;4;3;5
3889;B;4;3;5
28507;B;4;5;3
103878;B;4;3;5
48697;A;1;3;2
60543;B;4;3;5
25819;A;3;1;2
28783;B;4;5;3
73689;A;3;1;2
33015;B;3;4;5
40290;C;6;3;0
77654;A;3;1;2
112500;A;1;3;2
15092;B;3;5;4
99818;A;3;1;2
106531;A;3;1;2
17284;B;4;3;5
20768;C;3;6;0
40024;B;4;3;5
47803;A;1;2;3
13041;B;3;5;4
96450;B;4;3;5
62355;B;3;4;5
93321;A;1;2;3
19184;B;4;3;5
20110;C;6;3;0
65065;B;4;3;5
115301;B;4;3;5
30370;B;4;3;5
39592;A;1;3;2
1411;A;3;2;1
40531;B;3;4;5
89680;A;1;3;2
110345;A;3;1;2
14368;B;4;3;5
102114;A;1;2;3
71988;B;3;5;4
38746;A;3;2;1
68729;C;6;3;0
20883;A;1;2;3
110689;C;6;3;0
96981;A;1;3;2
81639;B;3;5;4
104896;B;3;5;4
78601;B;4;3;5
30834;C;6;3;0
3648;A;3;1;2
81000;B;4;3;5
65054;B;4;5;3
82346;B;4;5;3
27916;B;3;5;4
38863;B;4;3;5
67093;A;1;3;2
53511;A;3;1;2
2351;A;1;3;2
101974;B;3;4;5
113745;B;4;5;3
18658;B;3;5;4
45264;A;3;2;1
69417;A;1;3;2
63688;A;1;2;3
13012;A;3;1;2
3979;A;1;3;2
70512;A;1;2;3
97576;B;4;5;3
82423;C;3;6;0
31536;A;3;2;1
27069;B;4;5;3
53022;A;1;2;3
78810;B;3;5;4
31902;C;3;6;0
113569;B;4;5;3
7015;A;3;2;1
12589;B;4;5;3
71605;B;4;3;5
71628;B;4;5;3
58915;B;4;3;5
45858;A;1;2;3
114376;B;3;4;5
25762;B;4;5;3
71293;B;3;5;4
29732;A;1;3;2
35935;A;1;3;2
29357;A;3;1;2
10267;B;3;4;5
36338;A;3;2;1
112483;B;4;3;5
18308;C;6;3;0
16368;B;4;3;5
85938;A;3;2;1
65450;B;4;5;3
98735;B;3;4;5
101330;B;4;5;3
42965;B;4;5;3
70033;B;3;5;4
80361;A;3;2;1
69987;B;4;5;3
71504;B;3;5;4
16570;B;4;3;5
36556;B;4;3;5
50878;A;3;1;2
79504;B;4;3;5
47226;C;6;3;0
76030;B;4;5;3
82528;B;4;3;5
33830;C;6;3;0
56487;B;4;3;5
49877;B;4;3;5
53382;A;1;3;2
93218;A;3;1;2
70236;A;1;3;2
29338;A;3;2;1
55153;A;1;3;2
49977;B;4;5;3
34097;A;3;1;2
82296;B;3;4;5
38357;C;6;3;0
29371;C;3;6;0
69307;A;3;1;2
98094;B;3;4;5
30696;A;1;2;3
78173;B;3;5;4
11386;A;3;2;1
6403;B;4;5;3
25013;A;3;1;2
50861;B;3;5;4
12315;A;3;1;2
39203;B;4;3;5
81868;A;1;3;2
22854;B;4;5;3
79449;B;4;3;5
101344;C;3;6;0
329;B;4;3;5
82741;A;1;3;2
45658;B;4;5;3
61584;C;6;3;0
3918;B;4;3;5
10871;A;3;1;2
36055;A;1;3;2
99582;C;6;3;0
48457;C;6;3;0
13070;B;4;3;5
87168;A;1;3;2
71214;B;4;5;3
15011;A;1;3;2
62586;B;3;4;5
73233;A;3;2;1
92441;C;6;3;0
66398;B;3;5;4
96560;A;3;1;2
42976;B;3;5;4
50182;B;3;4;5
19762;B;4;3;5
112615;B;4;3;5
39940;C;3;6;0
15863;B;3;4;5
83583;B;3;4;5
91030;B;3;4;5
94133;B;4;3;5
10444;B;4;3;5
101653;B;4;5;3
26492;A;1;3;2
24497;B;4;3;5
92113;B;3;5;4
70768;B;4;3;5
48047;A;1;3;2
107005;A;3;2;1
9849;B;4;5;3
104346;A;3;1;2
82054;B;3;5;4
77198;C;6;3;0
103825;B;4;5;3
5972;B;3;4;5
56292;B;4;5;3
81300;C;6;3;0
52923;B;4;5;3
18650;B;3;5;4
1685;B;3;5;4
49549;A;3;1;2
115236;A;1;2;3
83344;B;4;3;5
82314;B;4;3;5
80426;C;6;3;0
16751;B;4;3;5
21973;B;3;5;4
86965;B;4;3;5
47866;A;1;2;3
25344;A;1;3;2
88463;A;3;2;1
38905;C;3;6;0
49588;A;3;2;1
116293;B;4;3;5
103546;B;4;3;5
15659;A;1;2;3
46143;A;1;2;3
10445;B;4;3;5
46185;A;3;1;2
101468;B;4;3;5
86548;B;3;4;5
605;B;4;3;5
6567;A;1;2;3
111890;A;1;3;2
75875;B;4;3;5
108150;A;3;2;1
30687;A;3;1;2
14719;A;1;3;2
30640;B;4;3;5
59035;B;3;4;5
36838;C;6;3;0
99673;B;4;3;5
26807;A;3;1;2
53537;A;3;1;2
88475;C;6;3;0
113861;C;6;3;0
55704;C;6;3;0
33278;B;4;3;5
65366;B;3;4;5
96651;B;4;5;3
45338;A;3;2;1
111324;B;3;5;4
52804;B;4;5;3
47161;A;1;2;3
50072;B;4;3;5
98496;B;4;3;5
97105;B;4;3;5
38029;C;6;3;0
56826;C;6;3;0
39599;B;4;3;5
88458;B;3;4;5
10773;B;4;5;3
39872;B;4;3;5
4965;A;1;2;3
100550;B;4;3;5
75209;B;4;3;5
50551;B;3;5;4
74185;A;3;1;2
33823;C;6;3;0
45820;A;3;1;2
112593;B;4;5;3
36649;C;3;6;0
74962;A;1;3;2
110875;B;4;3;5
9727;B;4;3;5
116111;B;4;5;3
60346;B;4;5;3
110266;A;3;1;2
63523;B;3;4;5
71930;B;4;3;5
8794;A;3;1;2
1863;A;3;2;1
87317;C;6;3;0
4574;B;4;5;3
564;A;3;2;1
68105;B;4;5;3
94232;B;3;4;5
100510;B;4;3;5
45959;B;4;3;5
109073;B;4;3;5
62805;C;6;3;0
112771;B;3;4;5
51602;B;3;4;5
23638;A;3;1;2
60001;B;4;3;5
4577;B;3;5;4
86164;B;3;4;5
94318;B;4;3;5
98563;A;3;1;2
45623;A;3;2;1
115241;B;4;3;5
17642;B;4;3;5
98192;B;4;3;5
47874;A;3;1;2
17360;B;3;4;5
68086;A;1;2;3
109398;B;3;4;5
60936;B;3;5;4
61621;B;4;3;5
81392;B;4;3;5
80906;B;4;3;5
8721;A;1;2;3
44459;B;3;5;4
27492;B;3;4;5
74407;A;3;2;1
86119;A;3;1;2
88552;B;4;3;5
94142;B;3;5;4
75013;C;6;3;0
98376;B;3;5;4
51733;B;4;3;5
79736;A;3;1;2
102818;C;6;3;0
88676;A;1;2;3
43249;A;3;2;1
110854;C;6;3;0
46546;B;4;3;5
33044;C;3;6;0
1434;B;3;5;4
63615;B;3;5;4
72970;A;1;2;3
75886;C;6;3;0
105854;B;4;5;3
113414;A;1;2;3
3353;C;6;3;0
88829;A;3;1;2
92741;B;3;5;4
87100;A;3;1;2
71133;A;1;3;2
108377;A;3;1;2
52264;B;4;3;5
93899;A;1;3;2
67170;C;6;3;0
3548;B;3;4;5
94164;B;4;5;3
37829;B;4;5;3
110445;A;3;1;2
29859;C;6;3;0
105095;B;4;3;5
4370;A;1;3;2
71038;A;3;1;2
87982;B;4;3;5
102370;B;3;5;4
111923;B;4;3;5
37446;B;3;5;4
25204;A;3;1;2
54927;B;4;3;5
76649;B;3;4;5
34943;A;3;1;2
5651;A;3;2;1
104586;A;1;3;2
102561;C;3;6;0
29383;C;6;3;0
36066;B;4;3;5
2014;A;3;2;1
81547;C;6;3;0
32664;B;4;3;5
59937;B;4;3;5
95717;A;3;1;2
98391;B;3;4;5
54246;A;3;1;2
95994;B;3;4;5
8348;A;3;1;2
28130;B;4;3;5
86901;B;4;3;5
45851;B;3;5;4
29032;B;4;3;5
53089;A;3;1;2
116239;B;4;3;5
111203;B;3;5;4
7055;B;3;4;5
97168;B;4;3;5
36942;B;4;3;5
314;A;1;2;3
85066;B;4;5;3
110160;B;3;4;5
74364;C;6;3;0
20332;B;4;5;3
19848;B;4;3;5
109481;A;1;3;2
54882;B;4;5;3
60393;B;4;5;3
106694;C;6;3;0
87144;B;3;5;4
35917;A;3;2;1
101802;A;3;1;2
52855;B;4;5;3
106639;A;1;3;2
42558;B;4;5;3
90953;A;1;2;3
90331;A;3;1;2
28652;C;3;6;0
81512;A;3;1;2
73803;B;4;5;3
103887;A;1;3;2
7880;A;3;2;1
84818;A;3;2;1
88048;A;1;2;3
71233;B;4;5;3
17913;A;1;3;2
77436;A;3;1;2
52586;A;1;2;3
1022;C;6;3;0
75829;B;3;4;5
110665;A;3;1;2
68179;B;4;3;5
22256;A;3;1;2
53489;B;3;5;4
8900;A;1;3;2
66340;B;3;5;4
40398;A;1;3;2
2700;B;4;5;3
26374;A;3;1;2
106230;B;4;3;5
16874;B;4;3;5
38337;A;3;2;1
45093;B;4;3;5
98476;B;4;5;3
7743;A;1;3;2
111404;A;1;3;2
50942;B;4;5;3
83065;A;3;1;2
96735;A;3;1;2
90131;A;1;3;2
115835;B;4;5;3
1095;A;1;3;2
49472;C;6;3;0
18568;C;3;6;0
19113;B;4;3;5
29677;A;1;2;3
18579;A;3;2;1
77579;B;4;3;5
106882;B;4;3;5
1134;A;3;1;2
29691;B;4;3;5
12161;A;3;2;1
6608;B;4;3;5
10457;C;6;3;0
65433;A;3;2;1
94933;C;3;6;0
88588;B;3;5;4
14561;C;6;3;0
101364;B;4;3;5
52486;B;4;3;5
73047;B;3;4;5
70876;B;4;3;5
86674;B;4;5;3
106157;A;1;3;2
113233;B;4;5;3
47054;B;3;5;4
20400;C;6;3;0
19778;A;3;2;1
63549;C;6;3;0
15088;A;1;3;2
23089;B;4;3;5
9739;A;3;2;1
49573;A;1;3;2
53253;A;3;2;1
57154;B;4;3;5
53197;A;3;2;1
58488;C;3;6;0
85310;C;3;6;0
111012;B;4;3;5
23426;A;3;1;2
26737;B;4;3;5
113296;A;3;2;1
100668;B;3;4;5
59810;B;4;5;3
23842;B;4;5;3
24141;B;4;3;5
14277;B;4;3;5
61601;C;3;6;0
8804;C;6;3;0
93734;B;4;5;3
38144;B;4;3;5
109296;B;4;3;5
56766;B;4;3;5
51179;B;4;5;3
55404;B;4;3;5
98993;C;6;3;0
28914;A;3;1;2
26641;A;1;3;2
86442;B;4;5;3
20107;C;6;3;0
52115;B;4;3;5
13110;B;4;5;3
7839;A;3;2;1
42763;A;3;2;1
33696;A;1;3;2
83079;C;6;3;0
37515;A;1;3;2
16988;B;4;5;3
91511;B;4;5;3
112098;C;6;3;0
80659;B;4;3;5
91064;A;1;2;3
44022;A;1;3;2
82209;B;4;3;5
33650;B;4;3;5
67649;B;4;3;5
88015;A;3;2;1
89960;B;3;4;5
87584;B;3;4;5
67731;B;3;5;4
12509;C;3;6;0
112965;B;4;5;3
89559;B;3;4;5
21415;C;6;3;0
31181;B;4;3;5
63618;B;4;3;5
33391;A;3;1;2
77514;B;4;3;5
238;A;3;1;2
83682;B;4;5;3
70436;A;3;1;2
36281;A;1;3;2
107737;B;4;3;5
95266;B;4;3;5
87826;B;4;3;5
36359;A;3;1;2
7859;C;6;3;0
110883;A;1;3;2
41609;A;1;2;3
110604;B;4;3;5
95594;A;1;2;3
56692;C;6;3;0
107853;C;6;3;0
94864;B;3;4;5
98436;A;1;2;3
82891;C;3;6;0
101586;B;3;5;4
28955;B;4;3;5
98657;B;4;5;3
31381;B;4;3;5
67398;C;6;3;0
13906;A;3;1;2
57728;A;3;1;2
77130;B;4;3;5
23415;A;3;1;2
61725;B;3;5;4
86470;A;3;1;2
45148;B;4;5;3
110796;A;1;3;2
86562;B;4;3;5
114239;A;1;3;2
3336;B;4;5;3
81166;A;3;1;2
5934;A;1;3;2
42047;A;3;1;2
13814;B;4;5;3
109217;B;3;4;5
95617;A;3;1;2
28317;B;4;5;3
17574;B;3;5;4
100893;A;1;3;2
16575;B;4;3;5
20921;B;4;3;5
46251;A;3;1;2
67814;B;4;3;5
77766;A;1;3;2
47800;A;3;1;2
17973;A;1;3;2
30464;A;1;3;2
908;C;6;3;0
79493;B;4;3;5
62058;B;4;5;3
100058;C;3;6;0
40352;B;4;5;3
50939;B;4;3;5
34675;A;1;2;3
104712;B;4;5;3
100522;B;4;3;5
13342;B;4;3;5
84326;B;4;3;5
71425;B;3;4;5
24205;A;1;2;3
13091;B;4;3;5
95735;A;3;1;2
5514;A;3;1;2
8943;C;6;3;0
2183;B;3;4;5
45830;C;6;3;0
80968;B;3;4;5
28660;A;1;2;3
57244;B;3;5;4
25497;B;4;3;5
53707;C;6;3;0
92351;A;3;1;2
91657;C;3;6;0
13323;B;3;4;5
28365;A;3;1;2
67880;A;1;2;3
38764;C;3;6;0
86682;A;1;3;2
6333;B;3;5;4
68687;B;4;3;5
74298;B;3;4;5
5018;B;3;5;4
71546;A;1;2;3
42064;B;3;4;5
51149;C;3;6;0
95476;A;3;2;1
35043;B;4;3;5
15613;C;6;3;0
50556;B;4;3;5
85485;B;4;3;5
2789;B;4;3;5
8679;B;3;5;4
104597;A;1;2;3
107778;C;6;3;0
92732;B;4;5;3
296;A;1;2;3
105569;A;1;3;2
38132;A;3;1;2
28664;A;3;2;1
83849;A;1;3;2
91099;B;4;5;3
36489;A;3;1;2
64584;B;3;5;4
86245;B;3;5;4
1168;C;6;3;0
103320;C;6;3;0
113661;A;1;2;3
108339;B;4;5;3
105012;B;4;3;5
90767;A;3;2;1
68108;B;3;5;4
3018;C;6;3;0
59070;C;6;3;0
108633;A;1;2;3
39919;A;3;2;1
51545;A;3;1;2
39181;A;1;3;2
61080;A;1;2;3
47620;A;3;1;2
58308;B;4;5;3
30110;B;4;3;5
4493;A;3;1;2
92893;B;4;3;5
8942;B;3;4;5
132;A;1;2;3
7443;B;4;3;5
56854;A;3;2;1
26406;A;1;3;2
100856;A;3;1;2
13701;A;3;1;2
20993;A;3;2;1
86531;A;3;1;2
29840;B;3;5;4
37447;A;3;1;2
100467;A;1;2;3
57901;B;3;4;5
80453;A;3;1;2
80554;B;3;4;5
65952;B;4;3;5
28205;A;3;1;2
45713;B;4;3;5
112312;B;4;5;3
54660;A;3;1;2
109987;B;3;4;5
9673;B;3;4;5
67024;C;6;3;0
19868;B;4;5;3
11750;B;4;3;5
74635;A;1;2;3
93592;B;3;4;5
39295;B;3;5;4
13360;B;4;3;5
77501;A;3;1;2
36024;A;3;1;2
92917;A;3;1;2
23700;B;3;5;4
36713;A;1;3;2
53232;B;3;4;5
41587;B;3;5;4
113232;B;3;4;5
96358;B;4;3;5
111758;C;3;6;0
58298;B;4;5;3
42662;A;1;2;3
4905;A;1;3;2
79318;C;3;6;0
102145;B;4;3;5
49880;B;4;3;5
44659;B;4;5;3
17486;B;3;5;4
47931;A;3;2;1
47751;B;4;3;5
115949;B;4;5;3
45789;B;4;3;5
8946;C;6;3;0
45430;A;1;2;3
43145;A;3;2;1
6953;A;3;1;2
74015;A;1;2;3
42696;B;4;5;3
40361;B;3;5;4
58334;B;4;3;5
4233;B;4;3;5
87127;B;4;3;5
75909;C;6;3;0
54794;C;3;6;0
74765;B;3;5;4
115083;A;3;1;2
65637;B;4;3;5
1193;C;6;3;0
61228;A;1;3;2
40899;B;4;3;5
97100;B;4;3;5
1222;B;3;4;5
105989;B;4;5;3
85472;B;3;5;4
65661;A;3;1;2
96817;B;4;3;5
10401;A;3;2;1
83064;B;4;5;3
16015;A;1;3;2
26385;A;1;3;2
85885;B;4;5;3
13863;B;4;5;3
43619;C;6;3;0
110172;B;4;3;5
78906;B;4;3;5
82115;A;1;3;2
12892;B;3;5;4
4670;A;3;1;2
48558;C;6;3;0
80009;B;4;3;5
100817;B;4;3;5
2760;B;4;5;3
46084;A;3;1;2
105033;B;4;3;5
30567;A;3;1;2
56396;A;3;1;2
88209;B;4;3;5
20276;A;3;2;1
82121;B;4;3;5
14210;B;4;3;5
113327;B;3;5;4
57419;B;3;4;5
46087;C;6;3;0
57420;A;3;1;2
91681;C;3;6;0
71881;B;4;5;3
20192;A;1;3;2
14447;B;4;3;5
98428;B;4;5;3
23657;C;6;3;0
29537;B;4;3;5
9823;B;4;3;5
36565;B;4;3;5
63828;B;4;5;3
60369;B;4;5;3
58471;B;4;3;5
65272;B;3;4;5
15051;A;3;2;1
99197;B;4;5;3
87793;A;1;3;2
91092;A;1;2;3
58070;B;4;3;5
13218;B;4;3;5
71108;B;4;3;5
1407;B;4;3;5
14511;C;6;3;0
14301;A;3;2;1
24211;B;3;4;5
107346;B;4;3;5
69928;C;3;6;0
53734;B;4;3;5
49788;A;3;1;2
81416;A;3;1;2
44369;A;1;2;3
35497;A;1;2;3
29988;A;3;1;2
40105;B;4;3;5
58163;B;4;5;3
68518;A;3;2;1
38641;A;1;2;3
5193;B;4;5;3
33889;A;3;2;1
37837;A;1;2;3
42645;B;4;3;5
11293;B;4;3;5
92699;A;3;1;2
32339;A;3;2;1
44763;B;3;5;4
87392;B;3;4;5
11435;A;3;1;2
21785;B;4;3;5
90062;B;3;5;4
72466;B;3;4;5
7917;B;3;5;4
98294;B;3;5;4
59252;B;4;5;3
18089;B;3;5;4
22913;B;4;3;5
10771;A;1;2;3
106200;A;3;1;2
51889;B;3;5;4
52734;B;4;3;5
7519;A;3;1;2
30997;B;3;5;4
8704;B;4;3;5
7816;B;4;3;5
75630;B;4;3;5
2843;B;4;5;3
101019;C;6;3;0
53385;A;3;1;2
102785;B;4;5;3
75433;B;4;5;3
87453;B;4;3;5
72313;C;6;3;0
84340;B;4;3;5
99578;A;3;1;2
20427;C;6;3;0
113528;A;3;2;1
92208;B;3;4;5
99875;A;3;2;1
115077;A;3;1;2
25625;C;3;6;0
46679;C;6;3;0
66326;C;6;3;0
7684;B;4;3;5
17928;A;3;1;2
91895;B;3;4;5
10020;B;4;5;3
102122;B;4;5;3
83666;B;4;3;5
77522;B;4;5;3
25289;A;1;2;3
41973;B;4;3;5
25477;B;4;5;3
107211;A;3;1;2
110636;B;4;3;5
9461;B;4;3;5
50440;A;1;3;2
3036;B;4;3;5
35680;A;3;1;2
68289;C;6;3;0
40711;A;1;3;2
12001;B;3;4;5
77979;A;1;2;3
44997;B;4;3;5
76757;A;3;2;1
23233;A;3;1;2
38425;C;3;6;0
39514;B;4;3;5
97539;A;3;2;1
73432;B;3;4;5
54747;B;4;5;3
20886;C;3;6;0
40661;A;1;3;2
30855;B;4;3;5
34711;A;1;2;3
82265;A;3;2;1
107004;A;3;2;1
10383;A;1;2;3
3342;A;3;1;2
31681;B;3;4;5
81281;B;3;4;5
5473;B;4;3;5
792;B;4;3;5
74208;B;3;4;5
100790;C;6;3;0
73414;B;3;5;4
60880;C;6;3;0
103863;B;4;3;5
62910;B;3;4;5
82574;B;3;5;4
100388;B;3;4;5
57535;B;4;3;5
88225;B;3;5;4
55192;B;4;3;5
59997;A;1;3;2
24395;B;3;5;4
97806;C;6;3;0
115174;B;3;4;5
108606;A;1;3;2
37475;B;4;3;5
86065;B;3;5;4
23017;B;3;4;5
49594;B;3;4;5
2813;A;3;1;2
94514;A;3;1;2
51142;A;1;2;3
11314;A;3;1;2
49895;B;4;3;5
50928;B;4;3;5
109469;A;1;3;2
108215;A;3;2;1
60041;B;3;4;5
50087;B;4;3;5
59259;B;4;5;3
9877;A;3;1;2
24090;C;6;3;0
97640;B;4;5;3
25781;C;6;3;0
19938;C;3;6;0
65361;C;6;3;0
51585;A;3;2;1
49148;C;3;6;0
50920;A;3;1;2
103297;B;4;3;5
42175;B;4;3;5
68627;A;1;3;2
19966;B;4;3;5
93090;A;1;3;2
77201;B;3;5;4
35421;A;1;3;2
13807;B;4;3;5
85636;B;4;3;5
10882;B;4;3;5
68212;B;4;5;3
27067;B;3;4;5
28810;A;1;3;2
18312;A;3;2;1
101811;A;1;3;2
19427;B;4;5;3
80574;A;1;3;2
68139;A;3;2;1
59861;A;1;3;2
63870;B;4;5;3
42596;A;3;1;2
56799;C;6;3;0
49900;B;4;3;5
89192;B;4;5;3
97974;B;4;3;5
20121;C;6;3;0
18594;B;4;5;3
166;A;3;1;2
4929;B;4;3;5
49417;B;4;5;3
21104;B;4;5;3
52963;B;4;3;5
66025;A;3;2;1
36553;A;3;1;2
48834;A;3;1;2
105401;B;3;5;4
75756;B;4;3;5
18833;A;1;3;2
113670;B;4;5;3
83792;A;1;3;2
41788;B;4;3;5
52526;B;3;4;5
75494;B;3;5;4
94125;B;4;3;5
49150;A;1;3;2
55287;B;3;5;4
84378;B;3;4;5
39653;B;4;3;5
52413;B;4;5;3
45846;B;4;5;3
94202;A;3;1;2
50114;A;1;3;2
47744;B;4;3;5
93771;B;3;5;4
25513;B;4;3;5
107943;C;6;3;0
9772;B;3;4;5
106712;B;3;4;5
103012;B;4;3;5
47534;A;1;3;2
2476;B;4;3;5
89979;A;3;1;2
85013;B;4;3;5
38459;B;4;3;5
61075;B;4;5;3
16619;A;1;2;3
26228;B;4;3;5
60998;B;3;5;4
18675;C;6;3;0
67558;A;3;1;2
27595;B;4;3;5
93189;A;3;1;2
104846;A;1;3;2
20999;B;4;3;5
114213;B;3;4;5
15364;B;3;4;5
44197;A;1;2;3
55497;B;4;3;5
78461;B;4;3;5
101644;B;4;3;5
60309;A;3;1;2
92847;B;4;3;5
108542;A;3;1;2
